Date,Open,Close,Volume,Daily_Return,Price_Range,Volatility,Sentiment,Sentiment_Smoothed
2025-03-12,-0.23821999006339606,-0.33147981031829826,-0.16371743608788938,-0.1553011554317735,-0.8936964908113243,-0.8724356572892085,-0.046628571383202415,-0.23377327562456723
2025-03-13,-0.18594923267569008,-0.7258302137267717,-0.9783075271292242,-0.6912438859100419,-0.4142708747408531,-0.3014571530892276,-0.5742920255995726,-0.8155979880584313
2025-03-14,-0.23305058587357427,-0.23089659123559178,-1.4114681906738118,-0.03903267978885676,-0.8830410446783747,-0.7156744548874328,-0.13264361302141645,-0.6848857053678745
2025-03-17,-0.3622909494230155,-0.8679239161101421,-1.0648998254189346,-0.6711737634311129,-0.713548513381579,-0.32851708068138497,0.10059378829574592,-0.5766631803226908
2025-03-18,-1.3330293294963391,-1.5438006292938458,-1.0774744219298165,-0.41110572662697364,-1.176507696606933,-0.6791587996017777,0.43551005672802173,0.16563799854507055
2025-03-19,-1.1348609473473212,-0.9823436922756793,-1.0621292523815489,0.08165525126417299,-0.7513199270107099,-0.5529546369605162,0.25981868091162386,0.45413534722961313
2025-03-20,-1.0349147506741918,-0.9610565564479168,-1.4475569853882573,-0.012281221688416007,-1.1639177180207139,-0.6796062883905644,-1.324608999056528,-0.5935251079149071
2025-03-21,-0.9407129207457328,-0.2984836941174348,-0.4457391786380913,0.721321987904281,-0.48400419315741244,0.30948831000033766,1.1249779303752714,-0.08670023167765525
2025-03-24,0.38557932325995664,1.2810463082783574,0.6348794329136005,1.045842279952247,0.22690470920192893,0.74702901829562,1.4037552687403285,0.7542026467734677
2025-03-25,1.8514533685966634,1.7999281615888163,0.0784342146410486,0.04424698723929342,-0.2951382577889258,-0.6033910464505073,-1.4743886635758487,0.6441002579104581
2025-03-26,1.7974594764790162,0.944171334015277,0.17559155217418077,-0.8106954899322443,-0.15276612759973152,-0.1404042367953,-0.4553244622226449,-0.5175732517034975
2025-03-27,1.2127190523240752,1.0011156810354227,0.44142090058850253,-0.17341379412371774,0.006075391175540435,-0.8968563698195623,-0.6435712537047563,-2.0225541957269395
2025-03-28,1.3907821508667215,0.49128008900219233,-0.7108848019466204,-0.9089962509932756,-0.42976634668315883,-0.007868350212738528,-0.9522504811313773,-1.6387326576815626
2025-03-31,-0.11817026271851541,0.25765105291769824,-0.4076824447061035,0.419725737500685,-0.2680208124222847,-0.09714461944768042,1.4693865374903197,-0.223885858422156
2025-04-01,0.7141371176008097,0.7525838633567004,-0.036746711224347445,0.0707123152120605,-0.17116561502764494,-0.5677086603864645,0.0879939286807732,0.3138845688794749
2025-04-02,0.18568868284830842,1.5136115560079888,1.9341919786298405,1.555653858086269,1.3320015700500305,1.4343922570817038,0.6582542416250957,1.4977596818309613
2025-04-03,0.7997241503468691,0.6897862442282755,-0.34331121235465334,-0.09167784396342914,-0.5014401090348813,-0.7866543072593738,-0.9288302976297688,-0.26515922578981976
2025-04-04,0.23049193876139826,-0.7923535282537536,0.996049788253927,-1.209413592784912,0.4874384954402308,0.39717509308685695,0.5714552087219501,0.09023108721515852
2025-04-07,-1.5846175176754553,-1.1191160167282017,1.0621749241376277,0.46746630749684775,1.7223234193732122,-0.032777480250560084,1.247056570200341,0.5230571531052625
2025-04-08,-0.3657372188828961,-1.727404814977877,0.7098989406083079,-1.7205791215421264,1.227400853489959,1.0863638217704443,1.8822139378528937,2.5894437117846567
2025-04-09,-1.5323467602877492,0.9516227248123942,2.131746916153992,3.166850170562974,2.9872327598994053,3.6067185893272287,-1.0943395646708922,1.3649251197937595
2025-04-10,0.49586520478004525,-0.10210755175761325,0.9855293397782744,-0.6785603690019497,0.30922652833422304,-0.3185579480398917,-1.6141382176263612,-0.7383268947777858
